,videoId,title,description,views,likes,tag,url,duration,publishedAt,comments,combo,vectors,comment_ratio,engagement_ratio,final_rating,subject,channel_title,thumbnail
79,5ZhNmKb-dqk,Set Theory | All-in-One Video,13 empty product de paradoxthe basics4 know amazon overview russel sets power everything theorychapters,822872,18274,Set Theory sets,https://www.youtube.com/watch?v=5ZhNmKb-dqk,1764,2021-08-03 09:20:25,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1]",sets set theory power overview,[[0. 0. 0. ... 0. 0. 0.]],3.66,1.21,3.59,dmgt1,Dr. Will Wood,https://i.ytimg.com/vi/5ZhNmKb-dqk/maxresdefault.jpg
80,Ql7pHnavYSA,Set Theory (Basics of Sets),release ]# discretemathematicsbyneso discrete forum music facebook skrindo website basics settheory x memberships,100600,1720,set theory set theory basics set definition definition of set sets set theory discrete mathematics discrete mathematics set theory example of sets example of defined set well defined set objects in set theory set theory objects set membership distinct objects distinct object set theory set theory for gate gate set theory gate discrete mathematics,https://www.youtube.com/watch?v=Ql7pHnavYSA,327,2021-01-29 15:45:01,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",discrete sets object set objects theory,[[0. 0. 0. ... 0. 0. 0.]],3.8,0.93,3.55,dmgt1,Neso Academy,https://i.ytimg.com/vi/Ql7pHnavYSA/maxresdefault.jpg
81,a4Ur14EjVcA,SET THEORY INTRODUCTION IN TELUGU,set telugu set operations theory diagrams definitions introduction basic,45337,960,SET THEORY INTRODUCTION IN TELUGU set types of sets set operations disjoint se,https://www.youtube.com/watch?v=a4Ur14EjVcA,753,2020-12-13 18:31:19,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",diagrams sets set types operations theory basic,[[0. 0. 0. ... 0. 0. 0.]],4.29,1.15,4.06,dmgt1,MATHS BY SRAVAN VATAMBEDU,https://i.ytimg.com/vi/a4Ur14EjVcA/hqdefault.jpg
82,iZ3g7JdSjbw,DISCRETE MATHEMATICS | MATHEMATICS | SET THEORY |Types of Set|Cardinality of Set| PRADEEP GIRI SIR,cardinality commerce academy instagram telegram shorts update engineering discrete personal engineering pradeep pradeep sir mathematics giri link giri link,283521,5070,discrete mathematics for computer science discrete mathematics btech 2nd year discrete mathematics set theory discrete mathematics mathematical induction types of sets engineering mathematics discrete mathematics unit 3 cardinality of sets easy tricks for engineering mathematics discrete mathematics full course discrete mathematics sets discrete mathematics easy to solve discrete mathematics easy engineering classes best teacher for engineering mathematics,https://www.youtube.com/watch?v=iZ3g7JdSjbw,993,2023-08-18 14:53:58,"[0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",discrete sets classes full set types link theory computer unit induction engineering science mathematical,[[0. 0. 0. ... 0. 0. 0.]],3.12,0.97,3.03,dmgt1,Pradeep Giri Academy,https://i.ytimg.com/vi/iZ3g7JdSjbw/maxresdefault.jpg
83,4Caxyh0zt_o,Introduction to Relations,example number discrete forum music relations facebook skrindo introduction website release ]# discretemathematicsbyneso relations,348253,4847,relations introduction to relations relation introduction relation definition definition of relation relation from a set to itself relation example number of relations on a set with n elements number of relations relations discrete mathematics discrete mathematics relations discrete mathematics for gate gate discrete mathematics discrete math,https://www.youtube.com/watch?v=4Caxyh0zt_o,459,2021-04-12 16:30:01,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0]",relations discrete math number set,[[0. 0. 0. ... 0. 0. 0.]],2.62,0.76,2.52,dmgt2,Neso Academy,https://i.ytimg.com/vi/4Caxyh0zt_o/maxresdefault.jpg
84,XDSO-lVDFxQ,Discrete Mathematics Lecture 4 | Relation Concept | Principle of Inclusion & Exclusion By GP Sir,help following best students like lecture discrete examples comment b venn video definition ask share topic gajendra second purohit playlist understand questions channel classmates diagram concepts tech visit,642597,10639,discrete mathematics lectures in hindi discrete mathematics tutorials hindi discrete mathematics in hindi discrete mathematics discrete structures lectures in hindi learn discrete math online discrete mathematics online discrete math discrete maths by gajendra purohit Concept of Relation Principle of Relation Relation Discrete Mathematics Relation Concept Principle of Inclusion & Exclusion Inclusion & Exclusion By dr.gajendra purohit GP Sir,https://www.youtube.com/watch?v=XDSO-lVDFxQ,1189,2022-03-05 05:24:40,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",concept inclusion math structures discrete diagram principle venn exclusion,[[0. 0. 0. ... 0. 0. 0.]],2.44,0.9,2.44,dmgt1,Dr.Gajendra Purohit,https://i.ytimg.com/vi/XDSO-lVDFxQ/maxresdefault.jpg
85,GvNGf9Gki7o,Types of Relations (Part 1),symmetric relationstopics reflexive example types definition discussed discrete irreflexive anti,447086,7446,relation types types of relation different types of relations types of relation discrete mathematics discrete mathematics types of relations reflexive relation reflexive relation example irreflexive relation irreflexive relation example symmetric relation symmetric relation example antisymmetric relation antisymmetric relation example discrete mathematics for gate gate discrete mathematics,https://www.youtube.com/watch?v=GvNGf9Gki7o,398,2021-04-15 15:45:03,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",relations discrete symmetric types,[[0. 0. 0. ... 0. 0. 0.]],2.88,0.91,2.8,dmgt2,Neso Academy,https://i.ytimg.com/vi/GvNGf9Gki7o/maxresdefault.jpg
86,ynHoB_0li_o,RELATION AND FUNCTIONS |Relation|Diagraph|Matrix Representation| LECTURE 01 | DISCRETE MATHEMATICS,diagraph academy lecture telegram instagram shorts update engineering discrete personal https :/ relation mathematics giri link giri,140374,2258,what is discrete mathematics discrete mathematics engineering relation and function discrete mathematics playlist discrete mathematics relation relation and function diagram discrete mathematics matrix representation of relation and function relation and function engineering mathematics discrete mathematics btech 2nd year function in discrete mathematics examples problems on relations and functions,https://www.youtube.com/watch?v=ynHoB_0li_o,3481,2023-09-16 16:00:42,"[0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",relations discrete diagram function functions link matrix engineering,[[0. 0. 0. ... 0. 0. 0.]],3.33,0.88,3.15,dmgt2,Pradeep Giri Academy,https://i.ytimg.com/vi/ynHoB_0li_o/maxresdefault.jpg
87,1MAy3XphsNY,Learning Functions and Relations easy lesson ||Chris Maths Academy,foundation learn topics want mathematics find relation calculus composition bell 1 linear past rational trigonometry,41082,1208,Chris Maths Academy chris maths academy Chris Math Academy chris math academy chris math Chris Math Chris math Chris maths Chris Maths PatrickJMT Khan Academy Adobe Math Lab adobe math lab composite function composite functions function composite function example compositions of functions composition functions algebra inverse of functions inverse inverse functions math graphing inverse functions inverse functions calculus verifying inverse functions,https://www.youtube.com/watch?v=1MAy3XphsNY,1366,2021-01-19 15:22:46,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",relations math 1 composite linear function functions inverse rational learning algebra,[[0. 0. 0. ... 0. 0. 0.]],4.47,1.6,4.45,dmgt2,Chris Maths Academy,https://i.ytimg.com/vi/1MAy3XphsNY/maxresdefault.jpg
88,edrwgW-lcMY,Drawing Linear Graphs,tutorial list revision gcse visit resources videos full maths video,255896,2986,gcse maths revision,https://www.youtube.com/watch?v=edrwgW-lcMY,357,2015-12-22 17:34:14,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",full linear list graphs,[[0. 0. 0. ... 0. 0. 0.]],3.42,0.63,3.08,fds2,Maths Genie,https://i.ytimg.com/vi/edrwgW-lcMY/maxresdefault.jpg
89,D-NK7rg6E_k,Isomorphism in Graph Theory in Hindi,graph phenomenon new one isomorphism channel subscribe graph existing forms isomorphic subscribe algorithms links :-------------------------------------------------------------------------------------------------------------------------------------- design edges graphs graph two,532283,16534,isomorphic graph in hindi isomorphic graph in graph theory isomorphism in graph theory examples isomorphism and homomorphism in graph theory isomorphism in graph theory isomorphism in graph theory in hindi isomorphism of graphs in hindi isomorphism of graphs in discrete mathematics isomorphic graph examples graph isomorphism in discrete mathematics in hindi gate smashers graph isomorphism in graph theory non isomorphic graph in hindi,https://www.youtube.com/watch?v=D-NK7rg6E_k,515,2021-10-26 08:39:18,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1]",graph discrete theory homomorphism design isomorphism algorithms graphs,[[0. 0. 0. ... 0. 0. 0.]],2.99,1.69,3.31,dmgt4,Gate Smashers,https://i.ytimg.com/vi/D-NK7rg6E_k/maxresdefault.jpg
90,nM9d-JQvQIc,"GRAPH THEORY IN TELUGU Definition, Degree of vertex, size,order of graph, Types of graphs",etc degree undirected loop graph graph theory cycle trial telugu vertex,38095,704,Graph theory graph theory in telugu degree of vertex order of graph path cycle loop Trial walk,https://www.youtube.com/watch?v=nM9d-JQvQIc,1007,2021-03-08 02:06:51,"[0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0]",graph path types order cycle theory vertex graphs,[[0. 0. 0. ... 0. 0. 0.]],2.5,1.01,2.55,dmgt4,MATHS BY SRAVAN VATAMBEDU,https://i.ytimg.com/vi/nM9d-JQvQIc/hqdefault.jpg
91,U_V715lstgY,Graph Terminologies ||Basic concepts of Graphs || Discrete Mathematics || DMS || MFCS | DS,possible plz share channel subscribe plz friends thanks advance1 compiler design 2,37833,669,sudhakar atchala sudhakar atchala data structures arrays lists stacks queues trees graphs primitive non primitive linear non linear linked lists ds fundamentals ds basics nodes interview placements cse edge connection leaf node internal depth height level path degree root node GRAPH TERMINOLOGY graps weighted graph cyclic graph directed graph vertices edges undirected acyclic unweighted types of graps DISCRETE MATHEMATICS DISCRETE MATHEMATICAL STRUCTURES,https://www.youtube.com/watch?v=U_V715lstgY,949,2021-12-28 17:31:16,"[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",primitive node trees types internal arrays graphs graph path structures data linked mathematical discrete edge stacks linear queues design,[[0. 0. 0. ... 0. 0. 0.]],4.29,0.96,3.97,ads3,Sudhakar Atchala,https://i.ytimg.com/vi/U_V715lstgY/maxresdefault.jpg
92,3U4emHrpqGs,Engineering Mathematics | CALCULUS | Important Functions & Its Graph | GATE 2024 | Vishal Soni,get registerunacademy last exclusive subscription free practice classes day tests trial,61221,1461,engineering maths for gate vishal soni math engineering mathematics for gate the gate school gate 2024 additional mathematics module 2 mathematics engineering mathematics mathematics module 2 module 2 of mathematics start mathematics module 2 start will the module 2 of mathematics start gate school mathematics mathematics modules vishal soni mathematics CALCULUS Important Functions & Its Graph Graph Important Functions GATE 2024,https://www.youtube.com/watch?v=3U4emHrpqGs,8233,2023-05-05 14:03:11,"[0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1]",graph math classes functions engineering,[[0. 0. 0. ... 0. 0. 0.]],3.0,1.3,3.11,dmgt5,The GATE School by Unacademy,https://i.ytimg.com/vi/3U4emHrpqGs/maxresdefault.jpg
93,sx8BVee3k2c,Graph Theory | Spanning Tree & Binary Tree | Discrete Mathematics by GP Sir,"lecture discrete videos video previous mathematics spanning binary tree "". tree",560139,8797,Discrete Mathematics Spanning Tree & Binary Tree in discrete mathematics discrete mathematics by gajendra purohit Spanning Tree in Graph Theory Graph Theory Graph Theory by Gp sir Spanning Tree by Gp sir Binary Tree by Gp sir CSIR NET IIT-JAM GATE Exams Binary Tree Spanning Tree Spanning Tree in hindi Binary Tree & Spanning Tree in Hindi Binary Tree in hindi graph theory in hindi graph theory in computer science graph theory tutorial,https://www.youtube.com/watch?v=sx8BVee3k2c,655,2022-05-03 08:09:00,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1]",graph discrete spanning theory computer tree binary science,[[0. 0. 0. ... 0. 0. 0.]],3.04,0.85,2.9,dmgt5,Dr.Gajendra Purohit,https://i.ytimg.com/vi/sx8BVee3k2c/maxresdefault.jpg
94,5TgonnFaDkA,Tree | Types of tree | Binary Tree | Tree traversal | Full video | Discrete mathematics,typesoftree treetraversal tree,314282,5743,tree types of tree binary tree full binary tree complete binary tree almost complete binary tree graph traversal method tree traversal method preorder,https://www.youtube.com/watch?v=5TgonnFaDkA,2025,2022-02-19 21:20:20,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]",graph discrete full types method tree binary traversal,[[0. 0. 0. ... 0. 0. 0.]],3.19,0.99,3.1,ads2,Sandeep Kumar Gour,https://i.ytimg.com/vi/5TgonnFaDkA/hqdefault.jpg
95,jf4rRlu8UZA,TREE | BASIC TERMINOLOGIES | Discrete Mathematics | Lecture 01 | All University | Pradeep Giri Sir,lecture commerce academy mathematics telegram instagram update bsc personal engineering pradeep sir tree university discrete,86338,2639,tree basic terminologies tree basic terminologies discrete mathematics discrete mathematics basic terminologies discrete mathematics playlist discrete mathematics best channel basic terminologies tree topics discrete mathematics tree terminologies discrete mathematics tree easy method terminology discrete mathematics tree typres discrete mathematics binary tree discrete mathematics tree spanning discrete mathematics basic terminologies tree traversal,https://www.youtube.com/watch?v=jf4rRlu8UZA,1474,2023-10-30 13:00:42,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",discrete spanning basic method tree binary engineering traversal,[[0. 0. 0. ... 0. 0. 0.]],3.33,1.66,3.57,ads2,Pradeep Giri Academy,https://i.ytimg.com/vi/jf4rRlu8UZA/maxresdefault.jpg
96,h6cUkkaKNHw,L-4.7: What is Spanning Tree with Examples in Hindi | Algorithm,graph minimum garga tree vertices mannu includes links notes contributed spanning possible channel,931119,18874,optimal merge pattern greedy techniques optimal merge pattern in hindi optimal merge pattern in daa in hindi optimal merge pattern with example optimal merge pattern time complexity optimal merge pattern in daa optimal merge pattern example optimal merge pattern code optimal merge pattern greedy method greedy method huffman coding optimal merge merge pattern gate 2022 dsa interview questions daa interview algorithm interview dsa interview,https://www.youtube.com/watch?v=h6cUkkaKNHw,432,2020-01-29 13:17:00,"[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",graph techniques optimal code huffman spanning time algorithm minimum method tree complexity merge,[[0. 0. 0. ... 0. 0. 0.]],3.16,1.1,3.14,ads3,Gate Smashers,https://i.ytimg.com/vi/h6cUkkaKNHw/maxresdefault.jpg
97,TUNhfCpML3A,31- Tree Complete Discussion in Graph Theory,talk theory call shot data telegram maths one exam software complete relation android group sanchit subject,42114,1021,tree in graph theory Trees in Graph Theory(Hindi) Introduction to tree in Graph Theory Definition of a Tree Intro to Tree Graphs [Discrete Mathematics] Trees which graphs are tree properties of tree in graph theory properties of tree in discrete mathematics graph with n vertices and n-1 edge Is any graph with n vertices and n − 1 edges a tree? Why does a tree with n vertices have N-1 edges? How do you prove a tree has n-1 edges?,https://www.youtube.com/watch?v=TUNhfCpML3A,643,2022-04-23 05:48:14,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",trees graph discrete edge 1 properties software theory tree data graphs,[[0. 0. 0. ... 0. 0. 0.]],4.23,1.32,4.12,dmgt5,KnowledgeGATE by Sanchit Sir,https://i.ytimg.com/vi/TUNhfCpML3A/maxresdefault.jpg
98,XXPBl20J22w,Structures of Operating System,operating operating systemtopics structures structures system,611891,9469,operating system structure operating system structure tutorial os structure simple structure in operating system simple structure of operating system operating system simple structure monolithic structure monolithic structures in os layered structure layered structure of operating system layered structure of os microkernel microkernel in operating system microkernel in os modules in operating system os lectures operating system for gate gate os lectures,https://www.youtube.com/watch?v=XXPBl20J22w,1167,2018-04-25 14:30:00,"[0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",structures monolithic structure simple operating microkernel system os,[[0. 0. 0. ... 0. 0. 0.]],3.81,0.84,3.51,os1,Neso Academy,https://i.ytimg.com/vi/XXPBl20J22w/maxresdefault.jpg
99,zvDCvjdeHPE,"1.1 Operating System Structure: Simple, Monolithic, Layered, Microkernel, Modular | Operating System",aktu structure join university question mac system ntmodular aktu operatingsystemstructure year according syllabus preparationoperating download modular simple complete wndows aktu,95631,1339,,https://www.youtube.com/watch?v=zvDCvjdeHPE,1629,2023-03-07 06:09:58,"[0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",modular structure join simple operating system,[[0. 0. 0. ... 0. 0. 0.]],3.57,0.76,3.28,fds2,Lecturetales,https://i.ytimg.com/vi/zvDCvjdeHPE/hqdefault.jpg
100,D262QFTj9mw,Operating System Structures || Simple || Monolithic || Layered || Microkernel || Modular,,39086,711,,https://www.youtube.com/watch?v=D262QFTj9mw,827,2024-01-25 15:09:41,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",structures modular monolithic simple operating microkernel system,[[0. 0. 0. ... 0. 0. 0.]],3.93,0.99,3.69,os1,Sudhakar Atchala,https://i.ytimg.com/vi/D262QFTj9mw/hqdefault.jpg
101,beARiqXjbUA,"Operating System Structure-Operating Systems-Unit-1-Operating Systems Overview, System Structures",previous questionsfollow university question materials subscribe papers important share facebook instagram comment page books blog text friends,86150,1061,Operating Systems Overview System Structures Operating Systems 20A05402T Unit – 1 Simple Structure Layered Approach Microkernels Modules,https://www.youtube.com/watch?v=beARiqXjbUA,625,2022-06-02 23:32:12,"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]",page structures 1 structure systems system unit simple operating overview,[[0. 0. 0. ... 0. 0. 0.]],1.79,0.67,1.8,os4,D Sumathi,https://i.ytimg.com/vi/beARiqXjbUA/maxresdefault.jpg
102,fvN98a_7AT4,Operating System Structure,structuretopics system system operating discussed 1,523070,6416,operating system structure operating system structures operating system structures in os os structure os structure operating system multiprogramming time sharing time sharing system time sharing system in os time sharing in operating system multiprogramming and time sharing multiprogramming in os multitasking multitasking operating system multiprogramming and multitasking os os lectures operating system os for gate gate computer science gate cse,https://www.youtube.com/watch?v=fvN98a_7AT4,737,2018-02-27 01:30:00,"[1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",structures 1 time science computer structure operating system os,[[0. 0. 0. ... 0. 0. 0.]],3.6,0.67,3.26,os5,Neso Academy,https://i.ytimg.com/vi/fvN98a_7AT4/maxresdefault.jpg
103,PY6zEUELn8s,"Types of Operating Systems(Batch, Multiprogramming, Time Sharing, Multiprocessing, Real Time)",placement talks data series connect different // dbms structures video complete,690014,11844,operating system types of operating system types of os operating system notes ugc net computer science ugc net syllabus what is operating system computer operator various operating systems ravindrababu ravula windows operating system GATE computer science multiprogramming multitasking os batch operating system real time os multiprocessing operating system jenny's lecture jayanti khatri lamba time sharing OS CPU scheduling algorithms,https://www.youtube.com/watch?v=PY6zEUELn8s,1086,2019-03-18 14:28:38,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",structures operating time science operator types computer systems scheduling cpu data algorithms os system series,[[0. 0. 0. ... 0. 0. 0.]],2.79,0.93,2.75,os1,Jenny's Lectures CS IT,https://i.ytimg.com/vi/PY6zEUELn8s/hqdefault.jpg
104,Ij71sDmmKpc,"Types of Operating System | Batch, Real-time, Distributed, Network, Time-sharing Operating System",learn computer tag codinglike facebook || 1 multiprocessingoperatingsystem content page ...! channel ...!# typesofoperatingsystem,1846069,42199,types of operating system operating system how many types of operating system batch operating system real time operating system time sharing operating system network operating system distributed operating system multiprocessing operating system multitasking operating system what is operating system and its types types of operating system in hindi operating system what is operating system? os what is os? operating system क्या है?,https://www.youtube.com/watch?v=Ij71sDmmKpc,1099,2021-03-16 03:56:18,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1]",page 1 network time types computer operating system os,[[0. 0. 0. ... 0. 0. 0.]],2.5,1.24,2.68,os5,Learn Coding,https://i.ytimg.com/vi/Ij71sDmmKpc/maxresdefault.jpg
